,Gender,Age,Married,NumberofDependents,City,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalRevenue,CustomerStatus,ChurnCategory
4004,Male,22,No,0,Bakersfield,35.339796,-119.023552,0,65,Offer B,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,25.1,3052.95,Stayed,
4005,Female,57,Yes,1,Hacienda Heights,33.998471,-117.973758,1,72,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,106.1,8118.92,Stayed,
4006,Female,55,No,0,Larkspur,37.937082,-122.532369,0,5,Offer E,No,No PhoneService,Yes,DSL,2.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,171.48,Churned,Competitor
4007,Female,72,Yes,0,Fowler,36.625792,-119.672483,4,70,Offer A,Yes,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,6566.63,Stayed,
4008,Female,79,Yes,0,Nicasio,38.065359,-122.665566,1,50,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,7018.75,Stayed,
4009,Female,19,No,0,Delhi,37.422961,-120.765493,0,1,Offer E,Yes,Yes,Yes,Cable,59.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,113.63,Churned,Attitude
4010,Male,34,No,0,Torrance,33.833181,-118.292062,0,2,Offer E,No,No PhoneService,Yes,DSL,8.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4,77.15,Churned,Other
4011,Male,30,Yes,0,Ahwahnee,37.375816,-119.739935,4,71,Offer A,Yes,No,Yes,Cable,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,6307.54,Stayed,
4012,Female,19,Yes,0,Rocklin,38.7904,-121.236973,8,71,Offer A,Yes,Yes,Yes,Fiber Optic,82.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,7723.94,Stayed,
4013,Female,21,No,0,Twin Bridges,38.805481,-120.13287,0,68,Offer A,Yes,No,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,82.45,6747.08,Stayed,
4014,Female,41,Yes,0,Lake Hughes,34.659579,-118.584212,9,72,Offer A,Yes,Yes,Yes,Fiber Optic,25.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,7254.6,Stayed,
4015,Female,54,Yes,0,Novato,38.135897,-122.563683,1,5,No Offer,Yes,No,Yes,Fiber Optic,23.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,414.76,Churned,Competitor
4016,Male,41,No,0,San Diego,32.89325,-117.087091,0,17,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,2255.32,Stayed,
4017,Female,35,No,0,Bellflower,33.887676,-118.127289,0,4,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.35,228.14,Churned,Attitude
4018,Male,59,Yes,3,San Diego,32.898613,-117.202937,1,15,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.0,755.15,Churned,Competitor
4019,Female,32,No,0,Nicolaus,38.788898,-121.608624,0,1,No Offer,Yes,No,Yes,Cable,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,83.71,Churned,Dissatisfaction
4020,Male,75,No,0,Escondido,33.141265,-116.967221,0,31,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,90.7,4393.16,Stayed,
4021,Male,29,No,0,National City,32.67102,-117.095235,0,41,Offer B,Yes,No,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.65,5107.59,Stayed,
4022,Male,31,Yes,3,Riverside,33.9108,-117.398153,4,67,Offer A,Yes,No,Yes,Fiber Optic,76.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.15,7783.92,Stayed,
4023,Male,50,No,0,Hood,38.375325,-121.507935,0,17,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.45,1037.83,Stayed,
4024,Female,56,Yes,3,Davis,38.508735,-121.678813,1,48,Offer B,Yes,No,Yes,DSL,57.0,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,70.1,3482.0,Stayed,
4026,Female,75,Yes,3,Julian,32.980678,-116.262854,3,28,No Offer,No,No PhoneService,Yes,DSL,58.0,No,No,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,35.9,1013.65,Stayed,
4027,Female,41,No,2,Beverly Hills,34.063947,-118.383001,0,9,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1102.14,Churned,Price
4028,Male,79,No,0,Valley Center,33.25283,-116.986079,0,71,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.65,2104.0,Stayed,
4029,Female,24,Yes,0,El Centro,32.770393,-115.60915,4,26,No Offer,No,No PhoneService,Yes,DSL,51.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,978.6,Stayed,
4030,Female,45,No,1,Laguna Niguel,33.529047,-117.701175,0,1,Offer E,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,24.0,56.95,Stayed,
4031,Female,68,Yes,0,Fallbrook,33.362575,-117.299644,9,11,Offer D,Yes,No,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,1200.7,Stayed,
4032,Male,28,No,0,Redcrest,40.363446,-123.835041,0,13,Offer D,Yes,No,Yes,DSL,59.0,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,1052.1,Stayed,
4033,Male,34,Yes,0,Topaz,38.636052,-119.489162,2,71,Offer A,Yes,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.55,7835.56,Stayed,
4034,Female,34,Yes,0,Fresno,36.78979,-119.929894,1,4,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.6,210.01,Stayed,
4035,Male,79,No,0,Yuba City,39.075694,-121.70606,0,9,Offer E,Yes,Yes,Yes,DSL,7.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,516.1,Churned,Dissatisfaction
4036,Male,61,Yes,2,Norwalk,33.905963,-118.08263,3,53,No Offer,Yes,No,Yes,DSL,16.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,5409.17,Stayed,
4037,Female,37,Yes,0,Cassel,40.936285,-121.572692,1,58,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5647.3,Churned,Other
4038,Female,40,Yes,0,San Mateo,37.590421,-122.306467,8,10,No Offer,Yes,No,Yes,DSL,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,80.85,1119.4,Stayed,
4039,Female,36,No,0,Whittier,34.007353,-118.033683,0,43,No Offer,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,5095.75,Stayed,
4040,Male,46,No,0,Mcarthur,41.10831,-121.360362,0,2,Offer E,Yes,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,184.73,Churned,Dissatisfaction
4041,Female,53,No,0,Santa Barbara,34.457541,-119.631072,0,4,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.15,73.65,Stayed,
4042,Female,56,Yes,0,Surfside,33.728273,-118.085304,5,65,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,7274.7,Stayed,
4043,Female,29,No,2,Winton,37.421299,-120.599587,0,13,Offer D,Yes,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,1452.21,Stayed,
4044,Male,29,Yes,0,Penn Valley,39.203817,-121.19584,3,49,No Offer,Yes,Yes,Yes,Cable,52.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.35,4701.26,Stayed,
4045,Female,44,Yes,0,Cutler,36.497895,-119.285484,8,8,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.85,283.32,Stayed,
4046,Male,64,Yes,2,Van Nuys,34.202494,-118.448048,1,72,Offer A,Yes,Yes,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.8,7882.96,Stayed,
4047,Female,22,Yes,0,Sacramento,38.550722,-121.457314,1,4,Offer E,Yes,No,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,519.87,Churned,Competitor
4048,Male,50,No,0,June Lake,37.730269,-119.055813,0,66,Offer A,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.7,4259.44,Stayed,
4049,Female,73,No,0,Willows,39.493991,-122.286363,0,43,No Offer,No,No PhoneService,Yes,DSL,18.0,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,1540.25,Stayed,
4050,Male,79,Yes,0,Camarillo,34.205504,-118.993111,5,52,No Offer,Yes,No,Yes,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.45,7509.25,Stayed,
4051,Female,25,No,0,Goodyears Bar,39.564113,-120.868836,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,9731.28,Stayed,
4052,Male,23,No,0,Hemet,33.739415,-116.968339,0,69,Offer A,Yes,Yes,Yes,DSL,46.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,7407.6,Stayed,
4053,Male,62,Yes,3,Los Angeles,34.137412,-118.207607,8,70,No Offer,Yes,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,8935.65,Stayed,
4054,Male,43,No,0,Berkeley,37.858898,-122.240512,0,71,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.55,4672.78,Stayed,
4055,Male,72,Yes,0,San Diego,32.886925,-117.152162,1,10,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,1145.3,Churned,Competitor
4056,Male,58,No,0,Sacramento,38.53508,-121.444144,0,69,Offer A,Yes,Yes,Yes,Fiber Optic,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,9203.52,Churned,Competitor
4057,Male,37,Yes,1,Soda Springs,39.279068,-120.414275,1,46,No Offer,Yes,No,Yes,Cable,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,5960.05,Stayed,
4058,Female,57,No,0,Aliso Viejo,33.571259,-117.731917,0,28,Offer C,Yes,No,Yes,DSL,11.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,59.9,1971.66,Stayed,
4059,Female,55,No,0,Santa Ana,33.765893,-117.881533,0,11,No Offer,Yes,No,Yes,Cable,23.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,752.25,Stayed,
4060,Male,73,Yes,0,Riverside,33.9108,-117.398153,9,61,No Offer,Yes,Yes,Yes,DSL,20.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05,5991.24,Stayed,
4061,Female,20,No,0,Orange,33.792791,-117.789749,0,3,Offer E,No,No PhoneService,Yes,DSL,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,108.95,Churned,Competitor
4062,Male,55,No,0,Pleasant Grove,38.833554,-121.498102,0,6,Offer E,Yes,No,Yes,Fiber Optic,28.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,672.07,Stayed,
4063,Male,57,No,0,Richgrove,35.809921,-119.127437,0,3,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,456.1,Stayed,
4064,Female,78,No,0,Fontana,34.136367,-117.460803,0,22,Offer D,Yes,No,Yes,DSL,28.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,2644.96,Stayed,
4065,Female,40,No,0,Wheatland,39.043387,-121.409837,0,52,Offer B,No,No PhoneService,Yes,DSL,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.75,3038.55,Stayed,
4066,Male,35,Yes,0,El Segundo,33.917145,-118.401554,8,72,Offer A,Yes,No,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,8557.42,Stayed,
4067,Female,45,No,0,Princeton,39.424957,-122.039307,0,29,No Offer,Yes,No,Yes,DSL,19.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,2000.08,Churned,Competitor
4069,Male,40,Yes,2,El Nido,37.127386,-120.506422,9,50,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.35,2287.95,Stayed,
4070,Female,30,Yes,1,Lakewood,33.841027,-118.078097,3,7,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.45,191.63,Stayed,
4071,Female,61,No,0,Weimar,39.00978,-120.978273,0,40,No Offer,Yes,No,Yes,Cable,6.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,50.25,2954.75,Stayed,
4072,Female,35,No,0,Covina,34.08111,-117.853935,0,12,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.15,580.74,Stayed,
4073,Female,33,No,0,Escondido,33.141265,-116.967221,0,9,Offer E,Yes,No,Yes,Cable,20.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,882.76,Stayed,
4074,Female,52,No,0,San Mateo,37.590421,-122.306467,0,8,No Offer,Yes,No,Yes,DSL,6.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,575.45,Stayed,
4075,Female,48,Yes,0,Richmond,37.945288,-122.383941,10,72,Offer A,Yes,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.65,10335.01,Stayed,
4076,Male,34,Yes,0,Ladera Ranch,33.569186,-117.640055,7,71,No Offer,Yes,Yes,Yes,DSL,5.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.5,7799.44,Stayed,
4077,Male,54,Yes,0,Palo Alto,37.45809,-122.115398,3,72,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.3,1492.72,Stayed,
4078,Female,41,Yes,2,Pebble Beach,36.587497,-121.944815,9,34,Offer C,Yes,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.75,3148.51,Stayed,
4079,Male,60,No,0,Baker,35.28952,-116.092214,0,24,Offer C,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,24.6,1728.57,Stayed,
4080,Female,58,Yes,0,Newport Beach,33.606336,-117.893042,2,56,No Offer,Yes,Yes,Yes,DSL,8.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,6208.16,Stayed,
4081,Female,78,No,0,San Rafael,37.972662,-122.491452,0,52,Offer B,Yes,Yes,Yes,DSL,3.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,4852.09,Stayed,
4082,Female,53,Yes,3,Oro Grande,34.647959,-117.296957,8,55,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,21.0,3328.35,Stayed,
4083,Female,47,Yes,1,Sacramento,38.691607,-121.602284,5,69,Offer A,Yes,No,Yes,DSL,19.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,5133.82,Stayed,
4084,Female,61,Yes,0,Ione,38.33788,-120.954202,2,68,Offer A,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.8,10729.2,Stayed,
4085,Female,41,No,0,San Francisco,37.789168,-122.395009,0,1,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,122.28,Churned,Competitor
4086,Female,48,No,1,North San Juan,39.423046,-120.984472,0,63,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.5,2747.26,Stayed,
4087,Female,57,Yes,0,San Juan Capistrano,33.521447,-117.602555,7,50,Offer B,Yes,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,104.4,6272.4,Stayed,
4088,Male,46,Yes,0,Bakersfield,35.391733,-118.984109,1,72,No Offer,Yes,Yes,Yes,Cable,6.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,67.8,5922.09,Stayed,
4089,Male,40,Yes,1,Winterhaven,32.852947,-114.850784,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,10373.65,Stayed,
4090,Female,40,Yes,3,Glencoe,38.358464,-120.579304,6,39,Offer C,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.75,1378.44,Stayed,
4091,Female,74,No,0,San Diego,32.85723,-117.209774,0,2,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,165.39,Churned,Other
4092,Female,37,No,2,Oakland,37.758019,-122.138678,0,3,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.55,91.21,Stayed,
4093,Female,20,Yes,1,Napa,38.489789,-122.27011,1,52,Offer B,Yes,Yes,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.25,7630.18,Stayed,
4094,Male,78,No,0,Bridgeville,40.372532,-123.525626,0,33,No Offer,Yes,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,3987.79,Churned,Competitor
4095,Male,45,Yes,0,Witter Springs,39.222323,-122.985488,3,20,Offer D,Yes,No,Yes,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,64.15,2050.05,Stayed,
4097,Female,26,No,0,San Leandro,37.687264,-122.15728,0,37,No Offer,Yes,Yes,Yes,Fiber Optic,82.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,5208.62,Stayed,
4098,Female,73,No,0,Fullerton,33.902211,-117.914922,0,7,No Offer,Yes,No,Yes,Cable,18.0,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,496.42,Stayed,
4099,Female,75,Yes,0,Chula Vista,32.64164,-116.985026,1,56,No Offer,Yes,Yes,Yes,Cable,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,5515.92,Stayed,
4100,Female,43,Yes,0,Nipton,35.478736,-115.516984,6,57,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.9,3672.62,Stayed,
4101,Male,39,No,3,Gazelle,41.411315,-122.697236,0,48,No Offer,Yes,Yes,Yes,Cable,53.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,4294.87,Stayed,
4102,Male,39,Yes,3,Boonville,39.025867,-123.381544,4,56,Offer B,Yes,Yes,Yes,Fiber Optic,53.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,6749.32,Stayed,
4103,Male,29,Yes,0,Sierraville,39.559709,-120.345639,1,19,No Offer,Yes,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1988.22,Churned,Dissatisfaction
4104,Male,68,Yes,0,Livermore,37.571748,-121.659562,4,62,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5913.42,Stayed,
4105,Female,38,Yes,0,Gonzales,36.52588,-121.396719,3,23,No Offer,Yes,No,Yes,DSL,29.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,2411.42,Stayed,
4106,Male,28,Yes,3,Burbank,34.188339,-118.300942,9,29,No Offer,Yes,No,Yes,DSL,73.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1875.04,Stayed,
4107,Male,30,No,0,Milpitas,37.441931,-121.878502,0,29,No Offer,Yes,No,Yes,Cable,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2348.67,Stayed,
4108,Male,56,No,0,Sierraville,39.559709,-120.345639,0,2,Offer E,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,210.14,Churned,Other
4109,Male,55,No,0,San Diego,32.825086,-117.199424,0,1,No Offer,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,87.03,Churned,Competitor
4110,Male,44,No,0,Escondido,33.141265,-116.967221,0,3,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,353.54,Churned,Competitor
4111,Female,63,Yes,3,Angwin,38.542448,-122.419923,1,21,No Offer,Yes,No,Yes,Cable,30.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.85,1965.57,Stayed,
4112,Male,21,No,0,Orange,33.787796,-117.875928,0,16,No Offer,Yes,No,Yes,Fiber Optic,82.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1783.62,Stayed,
4113,Female,32,Yes,1,Pacoima,34.255442,-118.421314,10,16,No Offer,Yes,No,Yes,Cable,30.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1436.77,Stayed,
4114,Female,37,Yes,0,Randsburg,35.405722,-117.773354,1,5,No Offer,Yes,No,Yes,Cable,27.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,662.0,Churned,Competitor
4115,Female,30,No,0,Sunnyvale,37.378541,-122.020456,0,18,No Offer,Yes,No,Yes,DSL,69.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.0,1254.64,Stayed,
4116,Female,24,Yes,0,Irvine,33.716136,-117.752574,8,33,Offer C,Yes,No,Yes,Cable,27.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,2245.47,Stayed,
4117,Male,37,Yes,3,Frazier Park,34.907911,-119.234281,7,35,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.1,1027.94,Stayed,
